姓名,姓氏,字辈,性别,排序,出生日期,逝世日期,是否离世,籍贯,职业,父亲,母亲,配偶,是否入赘,是否招夫养子,生平简介,突出事迹
子10012,孔,子,男,43,-309,-222,是,河南,农,子09021,,,,,,
子10013,孔,子,男,88,-303,-225,是,山东,官员,子09005,,,,,,
子10014,孔,子,男,42,-302,-230,是,曲阜,农,子09089,,,,,,
子10015,孔,子,男,69,-309,-238,是,曲阜,官员,子09108,,,,,,
子10016,孔,子,男,56,-298,-222,是,河南,学者,子09144,,,,,,
子10017,孔,子,男,46,-297,-228,是,山东,儒,子09143,,,,,,
子10018,孔,子,男,100,-298,-211,是,浙江,农,子09019,,,,,,
子10019,孔,子,男,63,-296,-225,是,江苏,工,子09106,,,,,,
子10020,孔,子,男,86,-299,-233,是,山东,士,子09104,,,,,,
子10021,孔,子,男,86,-310,-224,是,安徽,官员,子09094,,,,,,
子10022,孔,子,男,82,-298,-227,是,曲阜,官员,子09059,,,,,,
子10023,孔,子,男,76,-291,-221,是,曲阜,学者,子09059,,,,,,
子10024,孔,子,男,74,-308,-229,是,曲阜,儒,子09096,,,,,,
子10025,孔,子,男,65,-305,-217,是,曲阜,士,子09138,,,,,,
子10026,孔,子,男,69,-295,-227,是,安徽,工,子09116,,,,,,
子10027,孔,子,男,49,-295,-220,是,河南,儒,子09006,,,,,,
子10028,孔,子,男,24,-290,-220,是,河南,儒,子09068,,,,,,
子10029,孔,子,男,60,-292,-228,是,安徽,士,子09112,,,,,,
子10030,孔,子,男,9,-291,-218,是,河南,士,子09053,,,,,,
子10031,孔,子,男,4,-301,-231,是,河南,官员,子09134,,,,,,
子10032,孔,子,男,74,-307,-236,是,安徽,士,子09023,,,,,,
子10033,孔,子,男,74,-302,-230,是,河南,学者,子09044,,,,,,
子10034,孔,子,男,5,-290,-220,是,河南,官员,子09055,,,,,,
子10035,孔,子,男,95,-304,-222,是,安徽,学者,子09114,,,,,,
子10036,孔,子,男,94,-299,-235,是,安徽,学者,子09128,,,,,,
子10037,孔,子,男,80,-295,-218,是,江苏,儒,子09009,,,,,,
子10038,孔,子,男,66,-305,-222,是,浙江,商,子09033,,,,,,
子10039,孔,子,男,75,-293,-218,是,浙江,儒,子09048,,,,,,
子10040,孔,子,男,67,-304,-239,是,浙江,农,子09046,,,,,,
子10041,孔,子,男,3,-302,-224,是,山东,儒,子09112,,,,,,
子10042,孔,子,男,73,-300,-215,是,安徽,官员,子09087,,,,,,
子10043,孔,子,男,20,-297,-224,是,山东,商,子09139,,,,,,
子10044,孔,子,男,66,-303,-220,是,山东,商,子09058,,,,,,
子10045,孔,子,男,82,-297,-217,是,浙江,商,子09048,,,,,,
子10046,孔,子,男,92,-296,-207,是,安徽,儒,子09092,,,,,,
子10047,孔,子,男,4,-297,-217,是,曲阜,农,子09080,,,,,,
子10048,孔,子,男,25,-297,-222,是,曲阜,士,子09011,,,,,,
子10049,孔,子,男,32,-300,-234,是,山东,工,子09126,,,,,,
子10050,孔,子,男,34,-304,-231,是,山东,农,子09142,,,,,,
子10051,孔,子,男,100,-292,-215,是,浙江,商,子09017,,,,,,
子10052,孔,子,男,97,-292,-214,是,河南,商,子09085,,,,,,
子10053,孔,子,男,32,-304,-225,是,曲阜,农,子09042,,,,,,
子10054,孔,子,男,9,-308,-233,是,山东,儒,子09054,,,,,,
子10055,孔,子,男,29,-300,-234,是,曲阜,商,子09003,,,,,,
子10056,孔,子,男,29,-294,-205,是,安徽,工,子09005,,,,,,
子10057,孔,子,男,11,-305,-230,是,浙江,儒,子09146,,,,,,
子10058,孔,子,男,9,-305,-219,是,曲阜,商,子09039,,,,,,
子10059,孔,子,男,51,-296,-216,是,江苏,儒,子09036,,,,,,
子10060,孔,子,男,54,-299,-227,是,山东,儒,子09088,,,,,,
子10061,孔,子,男,92,-295,-210,是,山东,学者,子09033,,,,,,
子10062,孔,子,男,10,-290,-204,是,浙江,官员,子09039,,,,,,
子10063,孔,子,男,36,-298,-232,是,山东,儒,子09077,,,,,,
子10064,孔,子,男,21,-295,-214,是,安徽,农,子09051,,,,,,
子10065,孔,子,男,5,-301,-226,是,河南,商,子09066,,,,,,
子10066,孔,子,男,83,-292,-218,是,江苏,官员,子09044,,,,,,
子10067,孔,子,男,5,-291,-201,是,浙江,农,子09038,,,,,,
子10068,孔,子,男,100,-291,-220,是,山东,士,子09062,,,,,,
子10069,孔,子,男,43,-299,-221,是,江苏,工,子09069,,,,,,
子10070,孔,子,男,74,-291,-224,是,浙江,农,子09020,,,,,,
子10071,孔,子,男,15,-309,-245,是,浙江,工,子09061,,,,,,
子10072,孔,子,男,14,-308,-228,是,江苏,工,子09097,,,,,,
子10073,孔,子,男,54,-291,-203,是,河南,工,子09110,,,,,,
子10074,孔,子,男,52,-299,-211,是,山东,学者,子09088,,,,,,
子10075,孔,子,男,37,-301,-219,是,安徽,商,子09073,,,,,,
子10076,孔,子,男,59,-304,-232,是,浙江,官员,子09077,,,,,,
子10077,孔,子,男,35,-299,-222,是,江苏,工,子09085,,,,,,
子10078,孔,子,男,11,-292,-218,是,浙江,商,子09131,,,,,,
子10079,孔,子,男,39,-299,-234,是,河南,学者,子09048,,,,,,
子10080,孔,子,男,92,-296,-211,是,江苏,学者,子09110,,,,,,
子10081,孔,子,男,62,-304,-227,是,河南,农,子09147,,,,,,
子10082,孔,子,男,63,-304,-223,是,山东,工,子09056,,,,,,
子10083,孔,子,男,45,-298,-221,是,浙江,官员,子09025,,,,,,
子10084,孔,子,男,15,-296,-211,是,浙江,士,子09004,,,,,,
子10085,孔,子,男,68,-305,-239,是,曲阜,商,子09132,,,,,,
子10086,孔,子,男,10,-310,-249,是,山东,学者,子09101,,,,,,
子10087,孔,子,男,64,-305,-225,是,江苏,农,子09000,,,,,,
子10088,孔,子,男,80,-300,-210,是,山东,儒,子09097,,,,,,
子10089,孔,子,男,94,-290,-215,是,山东,士,子09076,,,,,,
子10090,孔,子,男,76,-297,-213,是,河南,工,子09060,,,,,,
子10091,孔,子,男,73,-303,-224,是,山东,学者,子09072,,,,,,
子10092,孔,子,男,16,-302,-234,是,山东,儒,子09071,,,,,,
子10093,孔,子,男,77,-304,-242,是,河南,儒,子09092,,,,,,
子10094,孔,子,男,74,-310,-245,是,浙江,儒,子09035,,,,,,
子10095,孔,子,男,41,-310,-247,是,江苏,商,子09076,,,,,,
子10096,孔,子,男,35,-310,-248,是,安徽,商,子09097,,,,,,
子10097,孔,子,男,96,-304,-232,是,曲阜,商,子09008,,,,,,
子10098,孔,子,男,38,-294,-225,是,浙江,商,子09021,,,,,,
子10099,孔,子,男,7,-298,-218,是,江苏,工,子09042,,,,,,
子10100,孔,子,男,14,-296,-221,是,安徽,工,子09086,,,,,,
子10101,孔,子,男,47,-310,-235,是,浙江,工,子09037,,,,,,
子10102,孔,子,男,36,-297,-221,是,江苏,工,子09124,,,,,,
子10103,孔,子,男,11,-296,-234,是,江苏,士,子09010,,,,,,
子10104,孔,子,男,55,-309,-219,是,江苏,士,子09055,,,,,,
子10105,孔,子,男,22,-299,-210,是,安徽,儒,子09079,,,,,,
子10106,孔,子,男,80,-305,-244,是,山东,官员,子09002,,,,,,
子10107,孔,子,男,54,-307,-219,是,浙江,商,子09000,,,,,,
子10108,孔,子,男,96,-304,-235,是,浙江,学者,子09043,,,,,,
子10109,孔,子,男,67,-297,-230,是,江苏,工,子09134,,,,,,
子10110,孔,子,男,8,-307,-217,是,安徽,商,子09097,,,,,,
子10111,孔,子,男,55,-295,-229,是,江苏,农,子09052,,,,,,
子10112,孔,子,男,89,-306,-245,是,曲阜,工,子09104,,,,,,
子10113,孔,子,男,38,-305,-220,是,河南,儒,子09101,,,,,,
子10114,孔,子,男,96,-300,-228,是,安徽,学者,子09054,,,,,,
子10115,孔,子,男,92,-299,-222,是,浙江,工,子09099,,,,,,
子10116,孔,子,男,67,-307,-237,是,安徽,商,子09062,,,,,,
子10117,孔,子,男,18,-302,-233,是,江苏,官员,子09076,,,,,,
子10118,孔,子,男,85,-310,-242,是,山东,官员,子09055,,,,,,
子10119,孔,子,男,13,-307,-246,是,曲阜,商,子09033,,,,,,
子10120,孔,子,男,84,-300,-221,是,江苏,商,子09016,,,,,,
子10121,孔,子,男,56,-294,-221,是,山东,商,子09141,,,,,,
子10122,孔,子,男,35,-297,-220,是,山东,儒,子09085,,,,,,
子10123,孔,子,男,69,-309,-231,是,浙江,商,子09145,,,,,,
子10124,孔,子,男,5,-292,-211,是,山东,士,子09127,,,,,,
子10125,孔,子,男,65,-292,-224,是,安徽,士,子09042,,,,,,
子10126,孔,子,男,25,-310,-231,是,安徽,士,子09135,,,,,,
子10127,孔,子,男,98,-301,-220,是,河南,商,子09093,,,,,,
子10128,孔,子,男,64,-302,-232,是,江苏,工,子09020,,,,,,
子10129,孔,子,男,52,-292,-229,是,江苏,工,子09004,,,,,,
子10130,孔,子,男,53,-295,-226,是,山东,农,子09039,,,,,,
子10131,孔,子,男,42,-299,-227,是,河南,商,子09056,,,,,,
子10132,孔,子,男,58,-296,-219,是,曲阜,商,子09019,,,,,,
子10133,孔,子,男,61,-295,-233,是,江苏,商,子09074,,,,,,
子10134,孔,子,男,59,-308,-229,是,河南,工,子09007,,,,,,
子10135,孔,子,男,52,-301,-220,是,安徽,士,子09110,,,,,,
子10136,孔,子,男,32,-303,-241,是,浙江,农,子09145,,,,,,
子10137,孔,子,男,31,-298,-237,是,浙江,农,子09099,,,,,,
子10138,孔,子,男,57,-301,-212,是,浙江,商,子09063,,,,,,
子10139,孔,子,男,49,-297,-208,是,浙江,商,子09081,,,,,,
子10140,孔,子,男,65,-290,-225,是,曲阜,工,子09103,,,,,,
子10141,孔,子,男,67,-299,-214,是,曲阜,农,子09052,,,,,,
子10142,孔,子,男,5,-310,-249,是,山东,工,子09093,,,,,,
子10143,孔,子,男,91,-296,-229,是,浙江,士,子09015,,,,,,
子10144,孔,子,男,15,-293,-223,是,曲阜,儒,子09053,,,,,,
子10145,孔,子,男,71,-291,-219,是,曲阜,士,子09080,,,,,,
子10146,孔,子,男,51,-307,-231,是,安徽,商,子09009,,,,,,
子10147,孔,子,男,58,-296,-209,是,山东,士,子09033,,,,,,
子10148,孔,子,男,5,-309,-237,是,江苏,学者,子09051,,,,,,
子10149,孔,子,男,88,-295,-220,是,曲阜,农,子09146,,,,,,
衍11000,孔,衍,男,86,-274,-199,是,安徽,儒,子10142,,,,,,
衍11001,孔,衍,男,63,-269,-184,是,安徽,官员,子10135,,,,,,
衍11002,孔,衍,男,91,-280,-196,是,河南,农,子10124,,,,,,
衍11003,孔,衍,男,30,-267,-184,是,河南,商,子10135,,,,,,
衍11004,孔,衍,男,35,-275,-209,是,河南,工,子10081,,,,,,
衍11005,孔,衍,男,16,-267,-205,是,山东,士,子10101,,,,,,
衍11006,孔,衍,男,48,-269,-203,是,江苏,工,子10044,,,,,,
衍11007,孔,衍,男,35,-272,-203,是,浙江,农,子10091,,,,,,
衍11008,孔,衍,男,54,-277,-210,是,山东,农,子10046,,,,,,
衍11009,孔,衍,男,18,-282,-209,是,安徽,官员,子10117,,,,,,
衍11010,孔,衍,男,21,-262,-179,是,江苏,工,子10131,,,,,,
衍11011,孔,衍,男,38,-272,-197,是,曲阜,商,子10131,,,,,,
衍11012,孔,衍,男,71,-281,-193,是,曲阜,农,子10080,,,,,,
衍11013,孔,衍,男,12,-264,-204,是,河南,学者,子10140,,,,,,
衍11014,孔,衍,男,43,-280,-202,是,江苏,官员,子10142,,,,,,
衍11015,孔,衍,男,88,-268,-182,是,江苏,儒,子10148,,,,,,
衍11016,孔,衍,男,87,-262,-196,是,曲阜,官员,子10037,,,,,,
衍11017,孔,衍,男,14,-265,-197,是,山东,士,子10080,,,,,,
衍11018,孔,衍,男,91,-272,-210,是,江苏,士,子10050,,,,,,
衍11019,孔,衍,男,22,-275,-199,是,山东,工,子10048,,,,,,
衍11020,孔,衍,男,26,-279,-191,是,河南,农,子10044,,,,,,
衍11021,孔,衍,男,82,-280,-200,是,浙江,工,子10094,,,,,,
衍11022,孔,衍,男,53,-273,-212,是,山东,官员,子10053,,,,,,
衍11023,孔,衍,男,93,-262,-200,是,河南,农,子10138,,,,,,
衍11024,孔,衍,男,63,-276,-205,是,安徽,工,子10112,,,,,,
衍11025,孔,衍,男,65,-281,-195,是,山东,官员,子10133,,,,,,
衍11026,孔,衍,男,96,-267,-187,是,安徽,工,子10111,,,,,,
衍11027,孔,衍,男,53,-272,-208,是,山东,学者,子10024,,,,,,
衍11028,孔,衍,男,30,-278,-217,是,曲阜,学者,子10056,,,,,,
衍11029,孔,衍,男,39,-270,-193,是,浙江,工,子10138,,,,,,
衍11030,孔,衍,男,49,-274,-190,是,河南,商,子10062,,,,,,
衍11031,孔,衍,男,51,-266,-205,是,曲阜,士,子10033,,,,,,
衍11032,孔,衍,男,36,-275,-214,是,曲阜,士,子10142,,,,,,
衍11033,孔,衍,男,3,-269,-190,是,浙江,官员,子10079,,,,,,
衍11034,孔,衍,男,100,-270,-188,是,江苏,工,子10101,,,,,,
衍11035,孔,衍,男,84,-274,-210,是,山东,学者,子10014,,,,,,
衍11036,孔,衍,男,37,-282,-204,是,曲阜,士,子10020,,,,,,
衍11037,孔,衍,男,93,-274,-213,是,江苏,官员,子10124,,,,,,
衍11038,孔,衍,男,91,-266,-188,是,安徽,儒,子10091,,,,,,
衍11039,孔,衍,男,86,-275,-205,是,江苏,商,子10028,,,,,,
衍11040,孔,衍,男,73,-269,-186,是,浙江,官员,子10059,,,,,,
衍11041,孔,衍,男,96,-275,-213,是,江苏,儒,子10080,,,,,,
衍11042,孔,衍,男,94,-278,-205,是,曲阜,农,子10103,,,,,,
衍11043,孔,衍,男,9,-273,-203,是,山东,学者,子10028,,,,,,
衍11044,孔,衍,男,16,-274,-206,是,山东,农,子10105,,,,,,
衍11045,孔,衍,男,7,-264,-190,是,浙江,儒,子10098,,,,,,
衍11046,孔,衍,男,85,-271,-210,是,山东,士,子10048,,,,,,
衍11047,孔,衍,男,91,-278,-206,是,安徽,士,子10043,,,,,,
衍11048,孔,衍,男,94,-273,-192,是,河南,商,子10099,,,,,,
衍11049,孔,衍,男,34,-266,-184,是,曲阜,官员,子10111,,,,,,
衍11050,孔,衍,男,11,-264,-204,是,安徽,士,子10108,,,,,,
衍11051,孔,衍,男,81,-280,-212,是,江苏,士,子10022,,,,,,
衍11052,孔,衍,男,98,-277,-198,是,山东,官员,子10053,,,,,,
衍11053,孔,衍,男,94,-278,-195,是,曲阜,农,孔安,,,,,,
衍11054,孔,衍,男,37,-263,-175,是,江苏,官员,子10101,,,,,,
衍11055,孔,衍,男,29,-277,-203,是,山东,工,子10015,,,,,,
衍11056,孔,衍,男,32,-267,-178,是,安徽,士,子10075,,,,,,
衍11057,孔,衍,男,12,-282,-198,是,浙江,士,子10115,,,,,,
衍11058,孔,衍,男,33,-276,-195,是,浙江,工,子10087,,,,,,
衍11059,孔,衍,男,91,-269,-199,是,山东,官员,子10038,,,,,,
衍11060,孔,衍,男,8,-278,-193,是,安徽,学者,子10036,,,,,,
衍11061,孔,衍,男,30,-281,-204,是,河南,官员,子10034,,,,,,
衍11062,孔,衍,男,77,-269,-180,是,安徽,农,子10087,,,,,,
衍11063,孔,衍,男,95,-278,-216,是,安徽,学者,子10076,,,,,,
衍11064,孔,衍,男,75,-277,-198,是,曲阜,官员,子10016,,,,,,
衍11065,孔,衍,男,49,-277,-208,是,江苏,学者,子10022,,,,,,
衍11066,孔,衍,男,39,-277,-197,是,山东,儒,子10028,,,,,,
衍11067,孔,衍,男,98,-279,-202,是,河南,工,子10024,,,,,,
衍11068,孔,衍,男,59,-271,-202,是,浙江,工,子10123,,,,,,
衍11069,孔,衍,男,25,-279,-206,是,安徽,士,子10008,,,,,,
衍11070,孔,衍,男,47,-266,-184,是,河南,士,子10121,,,,,,
衍11071,孔,衍,男,94,-274,-199,是,河南,学者,子10138,,,,,,
衍11072,孔,衍,男,89,-270,-208,是,浙江,学者,子10000,,,,,,
衍11073,孔,衍,男,55,-279,-200,是,山东,农,子10035,,,,,,
衍11074,孔,衍,男,86,-269,-183,是,曲阜,儒,子10091,,,,,,
衍11075,孔,衍,男,90,-274,-186,是,河南,商,子10015,,,,,,
衍11076,孔,衍,男,31,-268,-185,是,曲阜,学者,子10110,,,,,,
衍11077,孔,衍,男,47,-268,-201,是,曲阜,官员,子10060,,,,,,
衍11078,孔,衍,男,100,-274,-193,是,安徽,农,子10021,,,,,,
衍11079,孔,衍,男,86,-276,-212,是,江苏,商,子10083,,,,,,
衍11080,孔,衍,男,55,-276,-215,是,山东,工,子10129,,,,,,
衍11081,孔,衍,男,17,-267,-181,是,河南,儒,子10072,,,,,,
衍11082,孔,衍,男,35,-265,-189,是,浙江,士,子10075,,,,,,
衍11083,孔,衍,男,93,-275,-208,是,曲阜,农,子10087,,,,,,
衍11084,孔,衍,男,38,-274,-214,是,安徽,学者,子10086,,,,,,
衍11085,孔,衍,男,83,-278,-192,是,浙江,官员,子10096,,,,,,
衍11086,孔,衍,男,62,-266,-183,是,安徽,学者,子10132,,,,,,
衍11087,孔,衍,男,30,-267,-181,是,安徽,商,子10078,,,,,,
衍11088,孔,衍,男,16,-270,-187,是,安徽,农,子10012,,,,,,
衍11089,孔,衍,男,21,-273,-206,是,曲阜,农,子10091,,,,,,
衍11090,孔,衍,男,10,-275,-204,是,河南,工,子10010,,,,,,
衍11091,孔,衍,男,89,-281,-200,是,山东,儒,子10092,,,,,,
衍11092,孔,衍,男,90,-273,-209,是,山东,商,子10112,,,,,,
衍11093,孔,衍,男,95,-275,-206,是,河南,官员,子10058,,,,,,
衍11094,孔,衍,男,39,-268,-194,是,安徽,儒,子10034,,,,,,
衍11095,孔,衍,男,53,-269,-199,是,浙江,儒,子10003,,,,,,
衍11096,孔,衍,男,62,-269,-202,是,安徽,农,子10038,,,,,,
衍11097,孔,衍,男,77,-269,-185,是,浙江,商,子10096,,,,,,
衍11098,孔,衍,男,53,-272,-189,是,曲阜,学者,子10147,,,,,,
衍11099,孔,衍,男,58,-272,-196,是,河南,儒,子10070,,,,,,
衍11100,孔,衍,男,62,-272,-211,是,浙江,农,子10030,,,,,,
衍11101,孔,衍,男,86,-282,-217,是,江苏,儒,子10084,,,,,,
衍11102,孔,衍,男,2,-263,-189,是,曲阜,商,子10060,,,,,,
衍11103,孔,衍,男,42,-277,-214,是,浙江,官员,子10148,,,,,,
衍11104,孔,衍,男,85,-271,-208,是,安徽,工,子10068,,,,,,
衍11105,孔,衍,男,31,-268,-208,是,河南,学者,子10036,,,,,,
衍11106,孔,衍,男,76,-268,-179,是,安徽,工,子10053,,,,,,
衍11107,孔,衍,男,86,-279,-214,是,山东,商,子10074,,,,,,
衍11108,孔,衍,男,57,-270,-208,是,曲阜,学者,子10089,,,,,,
衍11109,孔,衍,男,36,-271,-204,是,山东,官员,子10047,,,,,,
衍11110,孔,衍,男,20,-274,-208,是,安徽,官员,子10130,,,,,,
衍11111,孔,衍,男,24,-267,-179,是,曲阜,农,子10070,,,,,,
衍11112,孔,衍,男,76,-272,-185,是,浙江,商,子10023,,,,,,
衍11113,孔,衍,男,82,-266,-199,是,安徽,工,子10109,,,,,,
衍11114,孔,衍,男,27,-273,-204,是,曲阜,儒,子10125,,,,,,
衍11115,孔,衍,男,95,-280,-218,是,河南,儒,子10149,,,,,,
衍11116,孔,衍,男,50,-278,-193,是,安徽,儒,子10045,,,,,,
衍11117,孔,衍,男,78,-281,-191,是,曲阜,学者,子10118,,,,,,
衍11118,孔,衍,男,17,-264,-175,是,江苏,学者,子10020,,,,,,
衍11119,孔,衍,男,85,-281,-219,是,河南,士,子10088,,,,,,
衍11120,孔,衍,男,94,-266,-188,是,江苏,农,子10059,,,,,,
衍11121,孔,衍,男,61,-264,-195,是,山东,儒,子10056,,,,,,
衍11122,孔,衍,男,8,-278,-200,是,安徽,士,子10064,,,,,,
衍11123,孔,衍,男,24,-270,-182,是,曲阜,儒,子10075,,,,,,
衍11124,孔,衍,男,65,-264,-185,是,河南,工,子10082,,,,,,
衍11125,孔,衍,男,58,-282,-216,是,安徽,工,子10065,,,,,,
衍11126,孔,衍,男,78,-274,-187,是,河南,学者,子10055,,,,,,
衍11127,孔,衍,男,6,-275,-214,是,浙江,农,子10097,,,,,,
衍11128,孔,衍,男,54,-275,-190,是,安徽,学者,子10121,,,,,,
衍11129,孔,衍,男,48,-263,-189,是,江苏,商,子10142,,,,,,
衍11130,孔,衍,男,21,-273,-205,是,安徽,农,子10006,,,,,,
衍11131,孔,衍,男,49,-266,-186,是,浙江,官员,子10134,,,,,,
衍11132,孔,衍,男,48,-269,-188,是,浙江,商,子10077,,,,,,
衍11133,孔,衍,男,47,-270,-180,是,浙江,官员,子10029,,,,,,
衍11134,孔,衍,男,6,-267,-184,是,河南,士,子10051,,,,,,
衍11135,孔,衍,男,70,-279,-218,是,曲阜,学者,子10075,,,,,,
衍11136,孔,衍,男,99,-275,-197,是,安徽,学者,子10030,,,,,,
衍11137,孔,衍,男,72,-275,-190,是,浙江,儒,子10112,,,,,,
衍11138,孔,衍,男,39,-265,-198,是,山东,农,子10124,,,,,,
衍11139,孔,衍,男,28,-278,-213,是,安徽,士,子10069,,,,,,
衍11140,孔,衍,男,69,-269,-190,是,江苏,士,孔安,,,,,,
衍11141,孔,衍,男,81,-265,-175,是,山东,农,子10077,,,,,,
衍11142,孔,衍,男,13,-282,-221,是,河南,官员,子10025,,,,,,
衍11143,孔,衍,男,14,-269,-201,是,浙江,官员,子10019,,,,,,
衍11144,孔,衍,男,32,-273,-206,是,山东,儒,子10105,,,,,,
衍11145,孔,衍,男,41,-262,-190,是,江苏,士,子10146,,,,,,
衍11146,孔,衍,男,47,-264,-178,是,山东,农,子10069,,,,,,
衍11147,孔,衍,男,52,-266,-191,是,江苏,商,子10013,,,,,,
衍11148,孔,衍,男,53,-271,-207,是,河南,农,子10096,,,,,,
衍11149,孔,衍,男,22,-274,-205,是,江苏,商,子10144,,,,,,
毓12000,孔,毓,男,39,-251,-181,是,河南,儒,衍11002,,,,,,
毓12001,孔,毓,男,85,-241,-181,是,河南,士,衍11059,,,,,,
毓12002,孔,毓,男,28,-236,-148,是,曲阜,士,衍11051,,,,,,
毓12003,孔,毓,男,93,-235,-152,是,江苏,工,衍11040,,,,,,
毓12004,孔,毓,男,56,-251,-161,是,江苏,农,衍11048,,,,,,
毓12005,孔,毓,男,49,-239,-177,是,河南,学者,衍11023,,,,,,
毓12006,孔,毓,男,67,-236,-148,是,山东,儒,衍11056,,,,,,
毓12007,孔,毓,男,33,-253,-185,是,山东,商,衍11089,,,,,,
毓12008,孔,毓,男,22,-245,-180,是,曲阜,学者,衍11148,,,,,,
毓12009,孔,毓,男,47,-242,-178,是,曲阜,学者,衍11075,,,,,,
毓12010,孔,毓,男,81,-250,-183,是,江苏,士,衍11119,,,,,,
毓12011,孔,毓,男,32,-250,-165,是,山东,工,衍11037,,,,,,
毓12012,孔,毓,男,2,-251,-176,是,曲阜,官员,衍11045,,,,,,
毓12013,孔,毓,男,19,-247,-157,是,安徽,士,衍11123,,,,,,
毓12014,孔,毓,男,2,-249,-177,是,安徽,商,衍11040,,,,,,
毓12015,孔,毓,男,10,-251,-177,是,安徽,儒,衍11138,,,,,,
毓12016,孔,毓,男,90,-254,-185,是,浙江,儒,衍11009,,,,,,
毓12017,孔,毓,男,62,-254,-185,是,山东,农,衍11135,,,,,,
毓12018,孔,毓,男,94,-243,-175,是,浙江,学者,衍11129,,,,,,
毓12019,孔,毓,男,85,-251,-161,是,安徽,工,衍11090,,,,,,
毓12020,孔,毓,男,5,-239,-163,是,山东,学者,衍11096,,,,,,
毓12021,孔,毓,男,84,-244,-184,是,山东,士,衍11000,,,,,,
毓12022,孔,毓,男,27,-235,-168,是,安徽,商,衍11053,,,,,,
毓12023,孔,毓,男,56,-242,-176,是,安徽,工,衍11141,,,,,,
